time,node_name,cpu,mem,node_failure,node_energy,node_sec,freshness,compliance,portability,link_id,link_failure,node_net_failure,ebw,ibw,latency,uid_visits,uid_location,zone,node_degree,path_length,link_energy,node_net_energy
2023-11-03 14:09:12.413942,k8s-master,3.4538453532644446,13972697088,1,3029344.92842622,High,149244.1333333333,0.47908796600878145,160606.6400312861,link_node_k8s-worker-1; link_node_k8s-worker-2; link_node_k8s-worker-3; link_node_k8s-worker-4,0,0,887442.7333333332,-50321751980,160626,2;1;1;2;2,40.41253260466372;-3.7178025371404133,eu-west-1c,104,0.8,43680.0,72.78152365617106
2023-11-03 14:09:12.413942,k8s-worker-1,1.512067977777704,1273987072,1,487134.79382119013,High,39046.84444444444,-0.0665422236742712,166375.77289762022,link_node_k8s-master,0,0,175861.2222222222,-3935536174,166396,2;1;1;0;0,40.443842332492984;-3.6796522343022287,eu-west-1c,24,1.4,2880.0,94.21252938540202
2023-11-03 14:09:12.413942,k8s-worker-2,1.2344978222223113,1285906432,1,274956.31901101064,High,28964.088888888884,-0.12485944871735533,166390.52748106583,link_node_k8s-master,0,0,127998.15555555555,-4066837375,166410,2;0;2;0;1,40.39412457435982;-3.706107680088411,eu-west-1c,24,1.4,2880.0,64.49803216903837
2023-11-03 14:09:12.413942,k8s-worker-3,4.403654526600274,2752151552,1,683622.6040168498,Low,47339.666666666664,1.0439767806816271,166391.9616362494,link_node_k8s-master,0,0,207088.26666666663,40334047171,166412,2;1;0;2;1,40.43231035391726;-3.709001345545083,eu-west-1c,24,1.4,2880.0,90.98677543869904
2023-11-03 14:09:12.413942,k8s-worker-4,3.4342438222228737,2702897152,1,773444.138172893,High,105159.99999999999,1.1053054065466021,166390.80560848364,link_node_k8s-master,0,0,426412.9111111111,-52656698599,166410,1;0;0;0;2,40.4178499507958;-3.7234809674803855,eu-west-1c,24,1.4,2880.0,70.79792188821844
2023-11-03 14:09:14.439150,k8s-master,3.4538453532644446,13972697088,1,4189197.2427486354,High,149244.1333333333,0.4014745731733508,160606.46697898564,link_node_k8s-worker-1; link_node_k8s-worker-2; link_node_k8s-worker-3; link_node_k8s-worker-4,0,0,887442.7333333332,-50321751980,160626,2;1;1;2;2,40.41253260466372;-3.7178025371404133,eu-west-1c,104,0.8,43680.0,72.78152365617106
2023-11-03 14:09:14.439150,k8s-worker-1,1.512067977777704,1273987072,1,369462.0505235489,High,39046.84444444444,0.5979676155747713,166376.05234655243,link_node_k8s-master,0,0,169663.5111111111,-3935478408,166396,2;2;1;0;1,40.439999976787846;-3.714451258267461,eu-west-1c,24,1.4,2880.0,88.62160627517451
2023-11-03 14:09:14.439150,k8s-worker-2,1.2344978222223113,1285906432,1,287789.226179217,High,28964.088888888884,-0.380932103056799,166390.61176900868,link_node_k8s-master,0,0,127624.93333333332,-4066785586,166410,1;1;1;1;0,40.444093273628106;-3.6983272435385763,eu-west-1c,24,1.4,2880.0,82.770110565347
2023-11-03 14:09:14.439150,k8s-worker-3,4.403654526600274,2752151552,1,769383.6272528861,Low,47339.666666666664,0.16492004602955457,166392.11508540576,link_node_k8s-master,0,0,207088.26666666663,40334047171,166412,2;1;0;2;1,40.43231035391726;-3.709001345545083,eu-west-1c,24,1.4,2880.0,90.98677543869904
2023-11-03 14:09:14.439150,k8s-worker-4,3.4342438222228737,2702897152,1,658980.8972236811,High,105159.99999999999,0.7720371371051981,166390.31204115413,link_node_k8s-master,0,0,426412.9111111111,-52656698599,166410,1;0;0;0;2,40.4178499507958;-3.7234809674803855,eu-west-1c,24,1.4,2880.0,70.79792188821844
2023-11-03 14:09:16.467569,k8s-master,3.4538453532644446,13972697088,1,4712935.857585866,High,149244.1333333333,0.8992832630963112,160606.51144570732,link_node_k8s-worker-1; link_node_k8s-worker-2; link_node_k8s-worker-3; link_node_k8s-worker-4,0,0,887442.7333333332,-50321751980,160626,2;1;1;2;2,40.41253260466372;-3.7178025371404133,eu-west-1c,104,0.8,43680.0,72.78152365617106
2023-11-03 14:09:16.467569,k8s-worker-1,1.512067977777704,1273987072,1,322836.63949270867,High,39046.84444444444,0.42173837774314227,166376.5106281652,link_node_k8s-master,0,0,169663.5111111111,-3935478408,166396,2;2;1;0;1,40.439999976787846;-3.714451258267461,eu-west-1c,24,1.4,2880.0,88.62160627517451
2023-11-03 14:09:16.467569,k8s-worker-2,1.2344978222223113,1285906432,1,446504.19035480445,High,28964.088888888884,1.0299271032580941,166390.17308585858,link_node_k8s-master,0,0,127624.93333333332,-4066785586,166410,1;1;1;1;0,40.444093273628106;-3.6983272435385763,eu-west-1c,24,1.4,2880.0,82.770110565347
2023-11-03 14:09:16.467569,k8s-worker-3,4.403654526600274,2752151552,1,870178.5640089185,Low,46070.399999999994,0.5843578683274244,166392.26479370185,link_node_k8s-master,0,0,207088.26666666663,40334047171,166412,1;1;1;2;1,40.44124902083474;-3.7212911444945207,eu-west-1c,24,1.4,2880.0,83.85847175178412
2023-11-03 14:09:16.467569,k8s-worker-4,3.4342438222228737,2702897152,1,617411.4440448863,High,105159.99999999999,0.11294663953769084,166390.5677918343,link_node_k8s-master,0,0,426412.9111111111,-52656698599,166410,2;1;1;0;1,40.442007226462486;-3.708905378921362,eu-west-1c,24,1.4,2880.0,62.915997462792184
2023-11-03 14:09:18.494813,k8s-master,3.4538453532644446,13934645248,1,3098570.897606479,High,148283.22222222222,0.2798186288377511,160606.04216732847,link_node_k8s-worker-1; link_node_k8s-worker-2; link_node_k8s-worker-3; link_node_k8s-worker-4,0,0,871990.1555555554,-50324330243,160626,1;1;2;2;1,40.388398787863025;-3.689212043273438,eu-west-1c,104,0.8,39520.0,71.42829555766342
2023-11-03 14:09:18.494813,k8s-worker-1,1.512067977777704,1273987072,1,268146.0874937525,High,39046.84444444444,0.9457233634004278,166376.4901441897,link_node_k8s-master,0,0,169663.5111111111,-3935478408,166396,2;2;1;0;1,40.416529914838385;-3.6767842708174796,eu-west-1c,24,1.4,2880.0,56.78155937574428
2023-11-03 14:09:18.494813,k8s-worker-2,1.2344978222223113,1285906432,1,356111.1477731383,High,28964.088888888884,-0.7140873093168058,166390.3305042759,link_node_k8s-master,0,0,127624.93333333332,-4066785586,166410,1;1;1;1;0,40.444093273628106;-3.6983272435385763,eu-west-1c,24,1.4,2880.0,82.770110565347
2023-11-03 14:09:18.494813,k8s-worker-3,4.403654526600274,2753449984,1,955032.628321801,Low,46070.399999999994,0.8259305391569526,166392.4415777829,link_node_k8s-master,0,0,207088.26666666663,40334047171,166412,1;1;1;2;1,40.44124902083474;-3.7212911444945207,eu-west-1c,24,1.4,2880.0,83.85847175178412
2023-11-03 14:09:18.494813,k8s-worker-4,3.514765862962766,2702897152,1,843340.1998085619,High,105159.99999999999,-0.5978340110660098,166390.7332319305,link_node_k8s-master,0,0,426412.9111111111,-52656698599,166410,2;1;1;0;1,40.442007226462486;-3.708905378921362,eu-west-1c,24,1.4,2880.0,62.915997462792184
2023-11-03 14:09:20.523097,k8s-master,3.4538453532644433,13934645248,1,3133042.196739138,High,148283.22222222222,-0.28600886695530947,160605.63815704075,link_node_k8s-worker-1; link_node_k8s-worker-2; link_node_k8s-worker-3; link_node_k8s-worker-4,0,0,871990.1555555554,-50324330243,160626,1;1;2;2;1,40.388398787863025;-3.689212043273438,eu-west-1c,104,0.8,39520.0,71.42829555766342
2023-11-03 14:09:20.523097,k8s-worker-1,1.512067977777704,1273987072,1,397705.86264544015,High,39046.84444444444,0.7592532018643714,166375.59707193746,link_node_k8s-master,0,0,169663.5111111111,-3935478408,166396,2;2;1;0;1,40.416529914838385;-3.6767842708174796,eu-west-1c,24,1.4,2880.0,56.78155937574428
2023-11-03 14:09:20.523097,k8s-worker-2,1.2344978222223113,1285906432,1,345856.7226426406,High,28964.088888888884,0.9476312033953774,166391.47005685448,link_node_k8s-master,0,0,127624.93333333332,-4066785586,166410,2;1;2;0;1,40.427809225706255;-3.6971772554194873,eu-west-1c,24,1.4,2880.0,93.18025799300929
2023-11-03 14:09:20.523097,k8s-worker-3,4.403654526600274,2753449984,1,976042.150810271,Low,46070.399999999994,0.17682644771731754,166392.78477325186,link_node_k8s-master,0,0,191706.48888888888,40334114360,166412,1;0;0;2;1,40.40940271751758;-3.701585991840289,eu-west-1c,24,1.4,2880.0,95.09926779960324
2023-11-03 14:09:20.523097,k8s-worker-4,3.514765862962766,2702897152,1,680981.1758898025,High,105159.99999999999,0.008385761303517092,166391.54855676237,link_node_k8s-master,0,0,426412.9111111111,-52656698599,166412,2;0;1;0;1,40.3946037767163;-3.6884410691087814,eu-west-1c,24,1.4,2880.0,72.02549042246731
2023-11-03 14:09:22.551718,k8s-master,3.5727991444446765,13934645248,1,3006954.379204374,High,148283.22222222222,0.7525666435155325,160606.2326233211,link_node_k8s-worker-1; link_node_k8s-worker-2; link_node_k8s-worker-3; link_node_k8s-worker-4,0,0,871990.1555555554,-50324330243,160626,1;2;1;1;2,40.39445247164944;-3.724531547049518,eu-west-1c,104,0.8,41600.0,74.18138373965004
2023-11-03 14:09:22.551718,k8s-worker-1,1.512067977777704,1273987072,1,444310.4912751308,High,39046.84444444444,-0.7700705135819134,166376.83620493452,link_node_k8s-master,0,0,169663.5111111111,-3935478408,166396,2;2;1;0;1,40.416529914838385;-3.6767842708174796,eu-west-1c,24,1.4,2880.0,56.78155937574428
2023-11-03 14:09:22.551718,k8s-worker-2,1.2344978222223113,1285906432,1,486351.12235846976,High,28964.088888888884,-0.5375529312179184,166392.41620560535,link_node_k8s-master,0,0,127624.93333333332,-4066785586,166410,2;1;2;0;1,40.427809225706255;-3.6971772554194873,eu-west-1c,24,1.4,2880.0,93.18025799300929
2023-11-03 14:09:22.551718,k8s-worker-3,4.403654526600274,2753449984,1,740523.0988568219,Low,46070.399999999994,0.0822031119226536,166394.87346705204,link_node_k8s-master,0,0,191706.48888888888,40334114360,166412,1;0;0;2;1,40.40940271751758;-3.701585991840289,eu-west-1c,24,1.4,2880.0,95.09926779960324
2023-11-03 14:09:22.551718,k8s-worker-4,3.514765862962766,2705907712,1,967687.6488481933,High,115797.46666666666,-0.1931510743835736,166391.5039241232,link_node_k8s-master,0,0,426412.9111111111,-52656698599,166412,2;0;1;0;1,40.3946037767163;-3.6884410691087814,eu-west-1c,24,1.4,2880.0,72.02549042246731
2023-11-03 14:09:24.579375,k8s-master,3.5727991444446765,13934645248,1,5251949.263971722,High,148283.22222222222,1.1530685654276862,160606.81096470874,link_node_k8s-worker-1; link_node_k8s-worker-2; link_node_k8s-worker-3; link_node_k8s-worker-4,0,0,871990.1555555554,-50324330243,160626,1;2;1;1;2,40.39445247164944;-3.724531547049518,eu-west-1c,104,0.8,41600.0,74.18138373965004
2023-11-03 14:09:24.579375,k8s-worker-1,1.512067977777704,1273987072,1,495631.27580280567,High,39046.84444444444,0.631836551351224,166375.57215072826,link_node_k8s-master,0,0,169663.5111111111,-3935478408,166396,1;1;0;0;0,40.41817649847531;-3.7170676858682388,eu-west-1c,24,1.4,2880.0,67.24512137413802
2023-11-03 14:09:24.579375,k8s-worker-2,1.2344978222223113,1285906432,1,345136.2373641834,High,28964.088888888884,-0.3064431123515192,166392.13819128668,link_node_k8s-master,0,0,127624.93333333332,-4066785586,166412,2;0;2;1;0,40.43606141930525;-3.7153177781535196,eu-west-1c,24,1.4,2880.0,72.70377265436407
2023-11-03 14:09:24.579375,k8s-worker-3,4.403654526600274,2753449984,1,966738.7105556235,Low,46070.399999999994,0.4411612567529422,166394.09898482135,link_node_k8s-master,0,0,191706.48888888888,40334114360,166414,2;1;0;2;1,40.41153449221054;-3.717894653014662,eu-west-1c,24,1.4,2880.0,88.37893243518002
2023-11-03 14:09:24.579375,k8s-worker-4,3.514765862962766,2705907712,1,682799.2002675179,High,115797.46666666666,0.7079446490236636,166391.35281689875,link_node_k8s-master,0,0,426412.9111111111,-52656698599,166412,2;0;1;0;1,40.3946037767163;-3.6884410691087814,eu-west-1c,24,1.4,2880.0,72.02549042246731
2023-11-03 14:09:26.605819,k8s-master,3.5727991444446765,13934645248,1,5246555.293890906,High,148283.22222222222,0.5948540710424115,160605.48908488092,link_node_k8s-worker-1; link_node_k8s-worker-2; link_node_k8s-worker-3; link_node_k8s-worker-4,0,0,871990.1555555554,-50324330243,160626,1;2;1;1;2,40.39445247164944;-3.724531547049518,eu-west-1c,104,0.8,41600.0,74.18138373965004
2023-11-03 14:09:26.605819,k8s-worker-1,1.512067977777704,1274384384,1,485569.1360082735,High,39188.44444444444,0.09964494044471162,166375.1229879821,link_node_k8s-master,0,0,169663.5111111111,-3935478408,166396,1;1;0;0;0,40.41817649847531;-3.7170676858682388,eu-west-1c,24,1.4,2880.0,67.24512137413802
2023-11-03 14:09:26.605819,k8s-worker-2,1.2344978222223113,1285906432,1,490429.8472945006,High,28681.24736058323,0.43705628554757964,166392.83097716953,link_node_k8s-master,0,0,127624.93333333332,-4066785586,166412,2;0;2;1;0,40.43606141930525;-3.7153177781535196,eu-west-1c,24,1.4,2880.0,72.70377265436407
2023-11-03 14:09:26.605819,k8s-worker-3,4.403654526600274,2753449984,1,836343.2849939576,Low,46070.399999999994,0.5003686006874526,166394.7214745379,link_node_k8s-master,0,0,191706.48888888888,40334114360,166414,2;1;0;2;1,40.41153449221054;-3.717894653014662,eu-west-1c,24,1.4,2880.0,88.37893243518002
2023-11-03 14:09:26.605819,k8s-worker-4,3.514765862962766,2705907712,1,947751.349847213,High,115797.46666666666,0.3020424011113771,166392.30432739345,link_node_k8s-master,0,0,453111.6444444444,-52656853429,166412,1;0;0;0;1,40.41529217199147;-3.69657968333373,eu-west-1c,24,1.4,2880.0,90.96864157719227
2023-11-03 14:09:28.635354,k8s-master,3.5727991444446765,13934645248,1,4801194.76559161,High,148283.22222222222,-0.3962273902084814,160606.18525433994,link_node_k8s-worker-1; link_node_k8s-worker-2; link_node_k8s-worker-3; link_node_k8s-worker-4,0,0,871990.1555555554,-50324330243,160626,2;1;1;2;2,40.41894629361222;-3.6854982704517463,eu-west-1c,104,0.8,39520.0,97.48266689510316
2023-11-03 14:09:28.635354,k8s-worker-1,1.512067977777704,1274384384,1,489598.26316986274,High,39188.44444444444,-0.7792727084210539,166375.5259821339,link_node_k8s-master,0,0,169346.88888888888,-3935365093,166396,2;2;1;0;1,40.38888942000263;-3.688738472042025,eu-west-1c,24,1.4,2880.0,91.71238339273222
2023-11-03 14:09:28.635354,k8s-worker-2,1.2344978222223113,1285390336,1,387759.1695956752,High,28681.24736058323,0.43840627224559753,166391.51761252765,link_node_k8s-master,0,0,127697.91736125002,-4066741749,166412,1;0;1;0;0,40.39410943037357;-3.680337667791217,eu-west-1c,24,1.4,2880.0,83.0412635832601
2023-11-03 14:09:28.635354,k8s-worker-3,4.392209166666783,2753449984,1,830487.0226026428,Low,46070.399999999994,-0.6579925783983569,166393.77197887123,link_node_k8s-master,0,0,191706.48888888888,40334114360,166414,2;1;0;2;1,40.41153449221054;-3.717894653014662,eu-west-1c,24,1.4,2880.0,88.37893243518002
2023-11-03 14:09:28.635354,k8s-worker-4,3.514765862962766,2705907712,1,880298.4747499324,High,115797.46666666666,0.3688762191723666,166391.50242863607,link_node_k8s-master,0,0,453111.6444444444,-52656853429,166412,1;0;0;0;1,40.41529217199147;-3.69657968333373,eu-west-1c,24,1.4,2880.0,90.96864157719227
2023-11-03 14:09:30.664077,k8s-master,3.5727991444446765,13934645248,1,4304159.7866143845,High,148283.22222222222,-0.4968835518428524,160605.65917409814,link_node_k8s-worker-1; link_node_k8s-worker-2; link_node_k8s-worker-3; link_node_k8s-worker-4,0,0,871990.1555555554,-50324330243,160626,2;1;1;2;2,40.41894629361222;-3.6854982704517463,eu-west-1c,104,0.8,39520.0,97.48266689510316
2023-11-03 14:09:30.664077,k8s-worker-1,1.512067977777704,1274384384,1,487400.85801723984,High,39188.44444444444,0.10033463808414445,166375.3655437846,link_node_k8s-master,0,0,169346.88888888888,-3935365093,166396,2;2;1;0;1,40.38888942000263;-3.688738472042025,eu-west-1c,24,1.4,2880.0,91.71238339273222
2023-11-03 14:09:30.664077,k8s-worker-2,1.2344978222223113,1285390336,1,492283.67713769467,High,28681.24736058323,0.2816138654217228,166392.80770678972,link_node_k8s-master,0,0,127697.91736125002,-4066741749,166412,1;0;1;0;0,40.39410943037357;-3.680337667791217,eu-west-1c,24,1.4,2880.0,83.0412635832601
2023-11-03 14:09:30.664077,k8s-worker-3,4.392209166666783,2753449984,1,1080914.6894084015,Low,46539.8,0.35368297774055996,166393.36417279084,link_node_k8s-master,0,0,191706.48888888888,40334114360,166414,1;0;1;2;1,40.44125443930601;-3.679773742204786,eu-west-1c,24,1.4,2880.0,79.57576574017116
2023-11-03 14:09:30.664077,k8s-worker-4,3.514765862962766,2705907712,1,792798.7429183283,High,115797.46666666666,0.7323523663364448,166392.58526943735,link_node_k8s-master,0,0,453111.6444444444,-52656853429,166412,1;1;1;0;1,40.43485584951884;-3.690419180168652,eu-west-1c,24,1.4,2880.0,69.09532599016248
2023-11-03 14:09:32.692205,k8s-master,3.5727991444446765,13931905024,1,3474516.071573863,High,148402.53333333333,1.1082953108688636,160606.01625390264,link_node_k8s-worker-1; link_node_k8s-worker-2; link_node_k8s-worker-3; link_node_k8s-worker-4,0,0,869061.8888888889,-50326671155,160626,1;1;1;2;1,40.389235029478435;-3.7238538699895365,eu-west-1c,104,0.8,41600.0,85.70738237005857
2023-11-03 14:09:32.692205,k8s-worker-1,1.512067977777704,1274384384,1,460042.91060917784,High,39188.44444444444,-0.2117254226990486,166375.21965207916,link_node_k8s-master,0,0,169346.88888888888,-3935365093,166396,1;2;0;1;0,40.405817788230124;-3.72225769141606,eu-west-1c,24,1.4,2880.0,65.30764178891931
2023-11-03 14:09:32.692205,k8s-worker-2,1.2344978222223113,1285390336,1,418699.13311629294,High,28681.24736058323,-0.2852625051684742,166392.34273923238,link_node_k8s-master,0,0,127697.91736125002,-4066741749,166412,1;0;1;0;0,40.39410943037357;-3.680337667791217,eu-west-1c,24,1.4,2880.0,83.0412635832601
2023-11-03 14:09:32.692205,k8s-worker-3,4.392209166666783,2750799872,1,725219.56016149,Low,46969.533333333326,0.790656249859285,166393.63214160458,link_node_k8s-master,0,0,191706.48888888888,40334114360,166414,1;0;1;2;1,40.44125443930601;-3.679773742204786,eu-west-1c,24,1.4,2880.0,79.57576574017116
2023-11-03 14:09:32.692205,k8s-worker-4,3.514765862962766,2705907712,1,790747.7605034114,High,115797.46666666666,0.1117078328922247,166392.11708324775,link_node_k8s-master,0,0,453111.6444444444,-52656853429,166412,1;1;1;0;1,40.43485584951884;-3.690419180168652,eu-west-1c,24,1.4,2880.0,69.09532599016248
2023-11-03 14:09:34.721500,k8s-master,3.5727991444446765,13931905024,1,3393399.9564544987,High,148402.53333333333,-0.33997006550354547,160605.87559330725,link_node_k8s-worker-1; link_node_k8s-worker-2; link_node_k8s-worker-3; link_node_k8s-worker-4,0,0,869061.8888888889,-50326671155,160626,1;1;1;2;1,40.389235029478435;-3.7238538699895365,eu-west-1c,104,0.8,41600.0,85.70738237005857
2023-11-03 14:09:34.721500,k8s-worker-1,1.512067977777704,1274384384,1,347707.8240680444,High,39188.44444444444,0.4502547635741389,166377.71844851837,link_node_k8s-master,0,0,169346.88888888888,-3935365093,166396,1;2;0;1;0,40.405817788230124;-3.72225769141606,eu-west-1c,24,1.4,2880.0,65.30764178891931
2023-11-03 14:09:34.721500,k8s-worker-2,1.2344978222223113,1285390336,1,448367.6283239084,High,28681.24736058323,-0.3833686416007618,166391.36640166142,link_node_k8s-master,0,0,127697.91736125003,-4066741749,166412,1;1;2;0;1,40.443305470095034;-3.6945481980815966,eu-west-1c,24,1.4,2880.0,90.52220024313507
2023-11-03 14:09:34.721500,k8s-worker-3,4.392209166666783,2750799872,1,987520.8486002621,Low,46969.533333333326,0.6169155906581087,166394.08018204969,link_node_k8s-master,0,0,206040.46666666662,40334697088,166414,1;0;1;2;0,40.41154069531761;-3.7045551270631316,eu-west-1c,24,1.4,2880.0,83.247868665814
2023-11-03 14:09:34.721500,k8s-worker-4,3.514765862962766,2705907712,1,541650.9936234049,High,115797.46666666666,0.6599833914738258,166391.76615213,link_node_k8s-master,0,0,453111.6444444444,-52656853429,166412,1;1;1;0;1,40.43485584951884;-3.690419180168652,eu-west-1c,24,1.4,2880.0,69.09532599016248
2023-11-03 14:09:36.749354,k8s-master,3.5727991444446765,13931905024,1,4378607.9314289335,High,148402.53333333333,-0.3247920593600808,160606.0897389797,link_node_k8s-worker-1; link_node_k8s-worker-2; link_node_k8s-worker-3; link_node_k8s-worker-4,0,0,869061.8888888889,-50326671155,160626,1;1;1;2;1,40.389235029478435;-3.7238538699895365,eu-west-1c,104,0.8,41600.0,85.70738237005857
2023-11-03 14:09:36.749354,k8s-worker-1,1.491394566666666,1274384384,1,355910.46770212945,High,39188.44444444444,0.6888026401820174,166378.81218613472,link_node_k8s-master,0,0,169346.88888888888,-3935365093,166396,1;2;0;1;0,40.405817788230124;-3.72225769141606,eu-west-1c,24,1.4,2880.0,65.30764178891931
2023-11-03 14:09:36.749354,k8s-worker-2,1.2344978222223113,1285390336,1,340900.73601785203,High,28681.24736058323,-0.008593040423323317,166391.13348103597,link_node_k8s-master,0,0,127697.91736125003,-4066741749,166412,1;1;2;0;1,40.443305470095034;-3.6945481980815966,eu-west-1c,24,1.4,2880.0,90.52220024313507
2023-11-03 14:09:36.749354,k8s-worker-3,4.392209166666783,2750799872,1,824919.7256884446,Low,46969.533333333326,0.6267209380099464,166394.68743291363,link_node_k8s-master,0,0,206040.46666666662,40334697088,166414,1;0;1;2;0,40.41154069531761;-3.7045551270631316,eu-west-1c,24,1.4,2880.0,83.247868665814
2023-11-03 14:09:36.749354,k8s-worker-4,3.514765862962766,2705907712,1,1016854.0582394182,High,110012.06666666667,0.594518707705239,166391.65810408353,link_node_k8s-master,0,0,453111.6444444444,-52656853429,166412,1;0;0;1;1,40.42470940106535;-3.7213651808102495,eu-west-1c,24,1.4,2880.0,92.66385707053202
2023-11-03 14:09:38.777485,k8s-master,3.5727991444446765,13931905024,1,4574921.550166081,High,148402.53333333333,0.5860359662835957,160606.34677810207,link_node_k8s-worker-1; link_node_k8s-worker-2; link_node_k8s-worker-3; link_node_k8s-worker-4,0,0,869061.8888888889,-50326671155,160626,2;2;2;2;2,40.44677397679617;-3.697483768294096,eu-west-1c,104,0.8,41600.0,62.45314602116543
2023-11-03 14:09:38.777485,k8s-worker-1,1.491394566666666,1274384384,1,312009.71221118106,High,39188.44444444444,0.8921910875376171,166378.16347087245,link_node_k8s-master,0,0,169346.88888888888,-3935365093,166398,2;1;1;1;0,40.444086790240206;-3.7241195628978705,eu-west-1c,24,1.4,2880.0,86.65511148122677
2023-11-03 14:09:38.777485,k8s-worker-2,1.2344978222223113,1285390336,1,386815.64776803873,High,28681.24736058323,-0.5887249507732832,166392.15418177383,link_node_k8s-master,0,0,127697.91736125003,-4066741749,166412,2;0;1;1;1,40.394252658810316;-3.7283064366772516,eu-west-1c,24,1.4,2880.0,87.76578004634149
2023-11-03 14:09:38.777485,k8s-worker-3,4.392209166666783,2750799872,1,661947.1863830377,Low,46969.533333333326,0.4374554614338504,166393.68665781937,link_node_k8s-master,0,0,206040.46666666662,40334697088,166414,1;0;1;2;0,40.41154069531761;-3.7045551270631316,eu-west-1c,24,1.4,2880.0,83.247868665814
2023-11-03 14:09:38.777485,k8s-worker-4,3.514765862962766,2706309120,1,623075.8784414787,High,104918.66666666666,0.07305497172518916,166391.27000974264,link_node_k8s-master,0,0,453111.6444444444,-52656853429,166412,1;0;0;1;1,40.42470940106535;-3.7213651808102495,eu-west-1c,24,1.4,2880.0,92.66385707053202
2023-11-03 14:09:40.809702,k8s-master,3.5727991444446765,13931905024,1,4860918.186694197,High,148402.53333333333,-0.11498284249597523,160608.67040116517,link_node_k8s-worker-1; link_node_k8s-worker-2; link_node_k8s-worker-3; link_node_k8s-worker-4,0,0,869061.8888888889,-50326671155,160626,2;2;2;2;2,40.44677397679617;-3.697483768294096,eu-west-1c,104,0.8,41600.0,62.45314602116543
